id,question_stem,choices,answerKey,inference_prompt,generated_response,predicted_label
9-6,"A baby wants to move a ball, so it looks at the ball and it refuses to move. The baby takes its hand and touches the ball and","A) motion occurs
B) babies whine
C) movement stops
D) people cry
",A,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
A baby wants to move a ball, so it looks at the ball and it refuses to move. The baby takes its hand and touches the ball and

### Choices: 
A) motion occurs
B) babies whine
C) movement stops
D) people cry

### Answer: ","
C",C
9-465,how many hours will it take the planet to complete a spinning motion?,"A) 22
B) 24
C) twenty hours
D) twenty one hours
",B,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
how many hours will it take the planet to complete a spinning motion?

### Choices: 
A) 22
B) 24
C) twenty hours
D) twenty one hours

### Answer: ","
C",C
8-356,Taking shorter hot showers,"A) will increase water usage
B) will aid in preserving the water supply
C) will aid in consumption of the water supply
D) will overwork the water heater
",B,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
Taking shorter hot showers

### Choices: 
A) will increase water usage
B) will aid in preserving the water supply
C) will aid in consumption of the water supply
D) will overwork the water heater

### Answer: ","
B",B
617,What might a person use if a transformer blows at 11 pm?,"A) Flashlight
B) Television
C) Laptop
D) Drill
",A,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
What might a person use if a transformer blows at 11 pm?

### Choices: 
A) Flashlight
B) Television
C) Laptop
D) Drill

### Answer: ","
B",B
272,Where would you most likely find iron?,"A) the ocean
B) the air
C) a mine
D) a forest
",C,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
Where would you most likely find iron?

### Choices: 
A) the ocean
B) the air
C) a mine
D) a forest

### Answer: ","
C",C
7-1143,"A skill, or learned characteristic is","A) washing face
B) falling asleep
C) eating breakfast
D) crying
",A,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
A skill, or learned characteristic is

### Choices: 
A) washing face
B) falling asleep
C) eating breakfast
D) crying

### Answer: ","
C",C
9-951,What might happen if too much heat is transferred to an object?,"A) freezing
B) solidifying
C) burning
D) moving
",C,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
What might happen if too much heat is transferred to an object?

### Choices: 
A) freezing
B) solidifying
C) burning
D) moving

### Answer: ","
C",C
8-495,which of these is an accurate scenario?,"A) the sun traveling around the earth
B) none of these
C) the sun orbiting Mars
D) the earth traveling around the sun
",D,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
which of these is an accurate scenario?

### Choices: 
A) the sun traveling around the earth
B) none of these
C) the sun orbiting Mars
D) the earth traveling around the sun

### Answer: ","
D",D
1873,Which animal sometimes needs to move quickly for food?,"A) coyote
B) horse
C) deer
D) buffalo
",A,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
Which animal sometimes needs to move quickly for food?

### Choices: 
A) coyote
B) horse
C) deer
D) buffalo

### Answer: ","
C",C
8-136,which of these could be measured in mL?,"A) circumference of a head
B) the contents of a wine jar
C) the length of a pen
D) the width of a window
",B,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
which of these could be measured in mL?

### Choices: 
A) circumference of a head
B) the contents of a wine jar
C) the length of a pen
D) the width of a window

### Answer: ","
B",B
9-972,"If Paul is playing basketball and finds that his skin is becoming wet and smelly, it might be because","A) His body is trying to lower its temperature
B) His heart is pumping too fast
C) His body is too cold
D) The girls watching him play think he looks hot
",A,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
If Paul is playing basketball and finds that his skin is becoming wet and smelly, it might be because

### Choices: 
A) His body is trying to lower its temperature
B) His heart is pumping too fast
C) His body is too cold
D) The girls watching him play think he looks hot

### Answer: ","
C",C
1860,In which situation might most rescues be conducted via air?,"A) eviction
B) flooding
C) fire
D) bomb
",B,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
In which situation might most rescues be conducted via air?

### Choices: 
A) eviction
B) flooding
C) fire
D) bomb

### Answer: ","
C",C
7-612,Sedimentary rock is where you'll find most,"A) pterodactyl bodies
B) flutes
C) pebbles
D) wings.
",A,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
Sedimentary rock is where you'll find most

### Choices: 
A) pterodactyl bodies
B) flutes
C) pebbles
D) wings.

### Answer: ","
C",C
9-121,Mirrors reflect light because for light to travel through the material of which the mirror is made makes it,"A) difficult
B) loud
C) easy
D) long
",A,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
Mirrors reflect light because for light to travel through the material of which the mirror is made makes it

### Choices: 
A) difficult
B) loud
C) easy
D) long

### Answer: ","
C",C
1128,Where would you most likely find a full-grown Thorius adelos?,"A) water
B) forest
C) ocean
D) sky
",B,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
Where would you most likely find a full-grown Thorius adelos?

### Choices: 
A) water
B) forest
C) ocean
D) sky

### Answer: ","
C",C
657,When it gets dark the earliest in California it is,"A) the time California is closest to the sun
B) the time Australia is closest to the sun
C) the time Europe is closest to the sun
D) the time Mexico is closest to the sun
",B,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
When it gets dark the earliest in California it is

### Choices: 
A) the time California is closest to the sun
B) the time Australia is closest to the sun
C) the time Europe is closest to the sun
D) the time Mexico is closest to the sun

### Answer: ","
C",C
7-124,Producers in the food chain,"A) are self sufficient
B) rely on predators
C) struggle to survive
D) decompose organisms
",A,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
Producers in the food chain

### Choices: 
A) are self sufficient
B) rely on predators
C) struggle to survive
D) decompose organisms

### Answer: ","
C",C
9-82,magnifying glass is used to,"A) make objects appear
B) find better sights
C) increase object size
D) increase seeing potential
",D,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
magnifying glass is used to

### Choices: 
A) make objects appear
B) find better sights
C) increase object size
D) increase seeing potential

### Answer: ","
C",C
9-333,What would be an example of migration?,"A) Geese leaving Michigan for Florida when temperatures are dropping
B) Cattle going to the barn to sleep at night
C) Bats flying at night to catch mosquitoes
D) Bees flying to a patch of clover flowers
",A,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
What would be an example of migration?

### Choices: 
A) Geese leaving Michigan for Florida when temperatures are dropping
B) Cattle going to the barn to sleep at night
C) Bats flying at night to catch mosquitoes
D) Bees flying to a patch of clover flowers

### Answer: ","
B",B
9-380,A pulley is used to lift what on a flagpole?,"A) banner
B) thermometer
C) plants
D) food
",A,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
A pulley is used to lift what on a flagpole?

### Choices: 
A) banner
B) thermometer
C) plants
D) food

### Answer: ","
C",C
1124,When doing experiments,"A) eat food around the chemicals
B) forego using safety protocols
C) leave writing down data until everything is done
D) guard against spilling hydrogen chloride
",D,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
When doing experiments

### Choices: 
A) eat food around the chemicals
B) forego using safety protocols
C) leave writing down data until everything is done
D) guard against spilling hydrogen chloride

### Answer: ","
C",C
8-120,"if a person rips up their notebook, what happens?","A) all the mentioned options
B) the shape becomes different
C) it takes a new structure
D) it loses its original form
",A,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
if a person rips up their notebook, what happens?

### Choices: 
A) all the mentioned options
B) the shape becomes different
C) it takes a new structure
D) it loses its original form

### Answer: ","
D",D
7-585,Deep sea animals like giant squid live,"A) black inky ocean
B) in water sources
C) in liquid places
D) bottom of rivers
",A,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
Deep sea animals like giant squid live

### Choices: 
A) black inky ocean
B) in water sources
C) in liquid places
D) bottom of rivers

### Answer: ","
C",C
8-42,Paleontologists study,"A) Stars
B) Grass
C) Old Animal Feces
D) Cats
",C,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
Paleontologists study

### Choices: 
A) Stars
B) Grass
C) Old Animal Feces
D) Cats

### Answer: ","
C",C
291,To avoid predators what is a good survival strategy?,"A) loud noises and movements
B) having brightly colored plumage
C) looking the same as leaves
D) resting in open spaces
",C,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
To avoid predators what is a good survival strategy?

### Choices: 
A) loud noises and movements
B) having brightly colored plumage
C) looking the same as leaves
D) resting in open spaces

### Answer: ","
C",C
